pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,2,1,0,Imaging,2013,2013-05,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,,12.300,4131.79000,12.200000,,,,,,M5.5/M6,,,0.19,,,0.030,,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,1,1,0,Imaging,2013,2013-09,Ground,W. M. Keck Observatory,10 m Keck II Telescope,,11.209,7786.50000,30.400000,,,1600,,,M3.5 V,3530.00,0.37,0.40,-1.720,4.86,0.120,10.11868,,12.9025000
2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,1,1,0,Imaging,2015,2015-06,Ground,Cerro Tololo Inter-American Observatory,1.5 m CTIO Telescope,,16.141,4417.83700,5.770000,,,,,,M6,3064.00,0.28,0.11,-2.230,4.59,0.035,17.67076,6.5000,15.0123000
2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,1,1,0,Imaging,2010,2010-05,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,,12.600,2383.60000,6.550000,,,,,,M8.5,2936.00,0.23,0.02,-2.444,5.01,0.001,22.78110,,18.9668000
2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,1,1,0,Imaging,2004,2004-10,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,,12.900,1589.15000,4.070000,,,1250,,,M8,2825.00,0.22,0.02,-2.561,5.03,0.008,25.27945,,17.4076000
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,2,1,0,Eclipse Timing Variations,2015,2015-05,Space,Kepler,0.95 m Kepler Telescope,416.00000000,13.400,603.87700,1.380000,,,,,,,10868.00,0.34,0.48,0.168,3.91,,,,12.1376000
2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,b,1,1,0,Imaging,2009,2010-03,Ground,W. M. Keck Observatory,10 m Keck II Telescope,7336.50000000,10.310,6657.48000,33.400000,0.260000,,2075,46.200,,M8.5,2300.00,0.12,0.08,-3.480,5.22,,63.55229,,17.3961000
2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,1,1,0,Imaging,2016,2017-01,Ground,W. M. Keck Observatory,10 m Keck II Telescope,,12.300,3972.87500,11.700000,,,,,,K7 V,4045.00,0.64,0.60,-1.021,4.62,0.120,3.36994,,11.9484000
30 Ari B b,30 Ari B,b,4,1,0,Radial Velocity,2009,2009-12,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,335.10001000,12.300,4392.41060,13.000000,0.290000,,,,,F6 V,6331.00,1.41,1.93,0.381,4.43,0.910,0.74300,38.3000,6.9608500
4 UMa b,4 UMa,b,1,1,0,Radial Velocity,2006,2007-09,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,269.30000000,12.700,2256.50000,6.050000,0.432000,,,,,K1 III,4415.00,18.11,1.23,2.062,1.80,4.604,,,4.2377300
42 Dra b,42 Dra,b,2,1,0,Radial Velocity,2008,2009-06,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,479.10000000,13.000,1233.13000,3.080000,0.380000,,,,,K1.5 III,4200.00,22.03,0.98,2.155,1.71,9.490,,1.0000,4.4321600
47 UMa b,47 UMa,b,1,3,0,Radial Velocity,1996,1996-06,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,1078.00000000,13.200,804.08000,1.920000,0.032000,,,,,G0 V,5872.00,1.21,1.06,0.198,4.30,6.480,0.83662,2.8000,4.8783700
47 UMa c,47 UMa,c,1,3,0,Radial Velocity,2001,2002-01,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,2391.00000000,14.200,171.62100,0.329000,0.098000,,,,,G1 V,5872.00,1.21,1.06,0.198,4.30,6.480,0.83662,2.8000,4.8783700
47 UMa d,47 UMa,d,1,3,0,Radial Velocity,2009,2010-04,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,14002.00000000,13.500,521.22000,1.160000,0.160000,,,,,G0V,5872.00,1.21,1.06,0.198,4.30,6.480,0.83662,2.8000,4.8783700
51 Eri b,51 Eri,b,3,1,0,Imaging,2015,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,11688.00000000,13.400,635.66000,1.450000,0.450000,,700,133.000,,F0 IV,7295.00,1.49,1.75,0.850,4.31,0.020,0.70712,65.1900,5.1580600
51 Peg b,51 Peg,b,1,1,0,Radial Velocity,1995,1995-11,Ground,Haute-Provence Observatory,1.93 m Telescope,4.23078500,14.300,146.20180,0.275000,0.013000,,,80.000,,G5V,5758.00,1.18,1.03,0.136,4.31,10.000,0.89374,2.2000,5.2864700
55 Cnc b,55 Cnc,b,2,5,0,Radial Velocity,1996,1997-01,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,14.65160000,13.900,263.97850,0.540000,0.000000,,700,89.730,,K0 IV-V,5172.00,0.94,0.91,-0.197,4.43,5.500,1.41851,1.2300,5.7297300
55 Cnc c,55 Cnc,c,2,5,0,Radial Velocity,2004,2004-10,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,44.39890000,8.510,54.47380,0.486000,0.030000,,,89.730,,G8V,5172.00,0.94,0.91,-0.197,4.43,10.200,1.41851,1.2300,5.7297300
55 Cnc d,55 Cnc,d,2,5,0,Radial Velocity,2002,2002-12,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,5574.20000000,13.000,1232.49300,3.080000,0.130000,,,89.730,,G8 V,5172.00,0.94,0.91,-0.197,4.43,5.500,1.41851,1.2300,5.7297300
55 Cnc e,55 Cnc,e,2,5,0,Radial Velocity,2004,2004-10,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,0.73654740,1.875,7.99000,6.660000,0.050000,,1958,83.590,3.520000,G8 V,5172.00,0.94,0.91,-0.197,4.43,10.200,1.41000,1.2300,5.7297300
55 Cnc f,55 Cnc,f,2,5,0,Radial Velocity,2007,2008-03,Ground,Multiple Observatories,Multiple Telescopes,259.88000000,7.590,44.81200,0.563000,0.080000,,,89.730,,G8V,5172.00,0.94,0.91,-0.197,4.43,10.200,1.41851,1.2300,5.7297300
6 Lyn b,6 Lyn,b,1,1,0,Radial Velocity,2008,2008-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,934.30000000,13.400,638.83830,1.460000,0.073000,,,,,K0 IV,4938.00,5.20,1.44,1.176,3.19,2.353,,1.3200,5.6068600
61 Vir b,61 Vir,b,1,3,0,Radial Velocity,2009,2010-01,Ground,Multiple Observatories,Multiple Telescopes,4.21500000,2.110,5.10000,2.980000,0.120000,,,,,G5 V,5577.00,0.96,0.94,-0.095,4.34,8.960,1.44933,1.9000,4.5405200
61 Vir c,61 Vir,c,1,3,0,Radial Velocity,2009,2010-01,Ground,Multiple Observatories,Multiple Telescopes,38.02100000,4.460,18.20000,1.130000,0.140000,,,,,G5 V,5577.00,0.96,0.94,-0.095,4.34,8.960,1.44933,1.9000,4.5405200
61 Vir d,61 Vir,d,1,3,0,Radial Velocity,2009,2010-01,Ground,Multiple Observatories,Multiple Telescopes,123.01000000,5.110,22.90000,0.943000,0.350000,,,,,G5 V,5577.00,0.96,0.94,-0.095,4.34,8.960,1.44933,1.9000,4.5405200
7 CMa b,7 CMa,b,1,2,0,Radial Velocity,2011,2011-12,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,735.10000000,13.400,587.98550,1.340000,0.060000,,,90.000,,K1 III,4826.00,4.87,1.34,1.063,3.19,4.300,,1.1500,3.6785300
7 CMa c,7 CMa,c,1,2,0,Radial Velocity,2019,2019-11,Ground,Multiple Observatories,Multiple Telescopes,996.00000000,13.900,276.51210,0.566000,0.080000,,,90.000,,K1III(+M),4826.00,4.87,1.34,1.063,3.19,4.300,,1.1500,3.6785300
70 Vir b,70 Vir,b,1,1,0,Radial Velocity,1996,1996-06,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,116.68800000,12.600,2380.45000,6.540000,0.398800,,,,,G5V,5495.00,1.89,1.09,0.451,3.95,7.770,0.19024,1.5600,4.7617800
75 Cet b,75 Cet,b,2,1,0,Radial Velocity,2012,2012-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,691.90000000,13.100,953.49000,2.330000,0.117000,,,,,G3 III,4846.00,10.50,2.49,1.730,2.63,,,1.7700,5.0934300
8 UMi b,8 UMi,b,1,1,0,Radial Velocity,2015,2015-12,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,93.40000000,13.600,416.35730,0.910000,0.060000,,,,,K0,4847.00,10.30,1.44,1.725,2.57,1.700,,3.6000,6.5589600
81 Cet b,81 Cet,b,1,1,0,Radial Velocity,2008,2008-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,952.70000000,12.800,1684.40000,4.410000,0.206000,,,,,G5 III,4785.00,11.00,2.40,1.778,2.35,,,1.8000,5.3758800
91 Aqr b,91 Aqr,b,3,1,0,Radial Velocity,2013,2013-07,Ground,Lick Observatory,0.6 m Coude Auxiliary Telescope,181.40000000,13.100,1017.00000,2.490000,0.027000,,,,,K0 III,4665.00,11.00,1.40,1.692,2.52,3.560,,3.9000,3.9531100
AB Pic b,AB Pic,b,1,1,0,Imaging,2005,2005-08,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,,12.300,4290.50000,12.700000,,,,,,K2 V,5285.00,1.00,0.90,-0.226,4.53,0.030,1.12014,10.3500,8.8378000
AU Mic b,AU Mic,b,1,1,0,Transit,2020,2020-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,8.46321000,4.203,57.20940,4.400000,0.100000,,,,19.100000,M1VE,3700.00,0.75,0.50,-1.046,4.57,0.022,2.74466,8.7000,7.8403800
BD+03 2562 b,BD+03 2562,b,1,1,0,Radial Velocity,2017,2017-10,Ground,Multiple Observatories,Multiple Telescopes,481.90000000,12.700,2034.11200,5.460000,0.200000,,,,8.640000,,4095.00,32.35,1.14,2.700,1.89,5.200,,2.7000,8.9977000
BD+14 4559 b,BD+14 4559,b,1,1,0,Radial Velocity,2009,2009-12,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,268.94000000,13.800,330.54320,0.691000,0.290000,,,,,K2 V,4864.00,0.86,0.49,-0.320,4.26,,1.73113,2.5000,9.3510800
BD+15 2375 b,BD+15 2375,b,1,1,0,Radial Velocity,2016,2016-04,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,153.22000000,13.800,337.21763,0.705000,0.001000,,,,,G5,4649.00,8.95,1.08,1.570,2.61,7.410,,2.5000,9.9918000
BD+15 2940 b,BD+15 2940,b,1,1,0,Radial Velocity,2013,2013-06,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,137.48000000,13.700,352.78000,0.754000,0.260000,,,,,K0,4796.00,14.70,1.10,2.010,2.80,7.100,,2.3000,8.7178000
BD+20 2457 b,BD+20 2457,b,1,2,0,Radial Velocity,2009,2009-12,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,379.63000000,11.600,17668.16970,62.200000,0.150000,,,,,K2 II,4259.00,71.02,10.83,3.170,1.77,,,2.5000,9.2268400
BD+20 2457 c,BD+20 2457,c,1,2,0,Radial Velocity,2009,2009-12,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,621.99000000,12.400,3963.17000,11.400000,0.180000,,,,,K2 II,4137.00,49.00,2.80,3.170,1.51,,,2.5000,9.2268400
BD+20 274 b,BD+20 274,b,1,1,0,Radial Velocity,2012,2012-09,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,578.20000000,13.000,1334.88600,3.340000,0.210000,,,,,K5 III,4296.00,17.30,0.80,1.960,1.99,,,2.0000,8.9161300
BD+20 594 b,BD+20 594,b,1,1,0,Transit,2016,2016-10,Space,K2,0.95 m Kepler Telescope,41.68550000,2.578,22.24810,7.890000,0.000000,,546,89.550,55.800000,G,5766.00,1.08,1.67,-0.056,4.50,3.340,1.89000,3.3000,10.8644000
BD+48 738 b,BD+48 738,b,1,1,0,Radial Velocity,2011,2012-01,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,392.60000000,13.900,289.22530,0.592000,0.200000,,,,,K0 III,4414.00,11.00,0.74,1.690,2.24,,,1.0000,8.6556900
BD+48 740 b,BD+48 740,b,1,1,0,Radial Velocity,2018,2018-05,Ground,Multiple Observatories,Multiple Telescopes,733.00000000,13.500,540.31100,1.210000,0.760000,,,,,K3 III,4534.00,10.33,1.09,1.640,2.48,,,0.7000,8.2644900
BD+49 828 b,BD+49 828,b,1,1,0,Radial Velocity,2015,2015-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,2590.00000000,13.500,508.50000,1.140000,0.350000,,,,,K0,4943.00,7.60,1.52,1.470,2.85,2.340,,1.7000,9.0285100
BD-06 1339 b,BD-06 1339,b,1,2,0,Radial Velocity,2013,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,3.87280000,2.850,8.50000,2.020000,0.000000,,,,,K7/M0 V,4324.00,0.69,0.70,-1.022,4.74,4.400,2.74700,0.5700,9.1067700
BD-06 1339 c,BD-06 1339,c,1,2,0,Radial Velocity,2013,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,125.94000000,8.380,53.00000,0.495000,0.310000,,,,,K7/M0 V,4324.00,0.69,0.70,-1.022,4.74,4.400,2.74700,0.5700,9.1067700
BD-08 2823 b,BD-08 2823,b,1,2,0,Radial Velocity,2009,2010-03,Ground,La Silla Observatory,3.6 m ESO Telescope,5.60000000,3.610,12.71320,1.480000,0.150000,,,,,K3 V,4816.00,0.71,0.50,-0.626,4.43,4.500,3.31801,1.4000,9.5033100
BD-08 2823 c,BD-08 2823,c,1,2,0,Radial Velocity,2009,2010-03,Ground,La Silla Observatory,3.6 m ESO Telescope,237.60000000,12.500,104.00000,0.293000,0.190000,,,,,K3 V,4746.00,0.72,0.74,-0.626,4.13,4.500,3.31801,1.4000,9.5033100
BD-10 3166 b,BD-10 3166,b,1,1,0,Radial Velocity,2000,2000-12,Ground,W. M. Keck Observatory,10 m Keck I Telescope,3.48777000,14.100,187.51970,0.368000,0.020000,,,,,K0 V,5393.00,0.91,1.47,-0.191,4.69,1.000,1.53276,0.9200,9.8398100
BD-11 4672 b,BD-11 4672,b,1,2,0,Radial Velocity,2014,2015-04,Ground,La Silla Observatory,3.6 m ESO Telescope,1634.00000000,14.100,206.58950,0.405000,0.050000,,,,,K7 V,4550.00,0.64,0.65,-0.804,4.64,7.400,3.53000,1.0000,9.4851100
BD-11 4672 c,BD-11 4672,c,1,2,0,Radial Velocity,2020,2020-06,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,74.20000000,4.040,15.37000,1.280000,0.400000,,,,,K7V,4550.00,0.64,0.65,-0.804,4.64,7.400,3.53000,1.0000,9.4851100
BD-13 2130 b,BD-13 2130,b,1,1,0,Radial Velocity,2007,2007-09,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,714.29999000,12.500,3108.37740,8.750000,0.210000,,,,,G5 IV/V,4545.00,19.17,2.12,2.043,2.20,0.740,,,9.6997100
BD-17 63 b,BD-17 63,b,1,1,0,Radial Velocity,2008,2009-03,Ground,La Silla Observatory,3.6 m ESO Telescope,655.60000000,12.800,1620.90000,4.250000,0.540000,,,,,K5 V,4714.00,0.69,0.74,-0.678,4.26,4.300,2.75844,1.5000,9.2011200
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,0,Imaging,2011,2011-10,Ground,W. M. Keck Observatory,10 m Keck II Telescope,10037.50000000,12.400,3337.10000,9.620000,,,370,,,,580.50,,0.02,,4.72,,,,
CHXR 73 b,CHXR 73,b,1,1,0,Imaging,2006,2006-10,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,,12.300,3994.48600,11.800000,,,,,,M3.5,3099.00,,0.35,,,0.002,,,17.2934000
CI Tau b,CI Tau,b,1,1,0,Radial Velocity,2019,2019-06,Ground,Multiple Observatories,Multiple Telescopes,8.98910000,12.400,3686.82800,10.600000,0.250000,,,50.500,,K7,3807.00,1.88,0.90,-0.108,,0.003,,,12.1454000
CT Cha b,CT Cha,b,1,1,0,Imaging,2007,2008-11,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,,24.660,5403.00000,1.980000,,,2600,,,K5e,4403.00,1.68,,-0.102,3.66,0.002,,13.9700,11.7733000
CoRoT-1 b,CoRoT-1,b,1,1,0,Transit,2008,2008-05,Space,CoRoT,0.27 m CoRoT Telescope,1.50895570,16.700,327.35000,0.380000,0.000000,,1898,85.100,4.920000,G0 V,5950.00,1.11,0.95,0.298,4.25,1.600,0.93000,5.2000,13.4570000
CoRoT-10 b,CoRoT-10,b,1,1,0,Transit,2010,2010-09,Space,CoRoT,0.27 m CoRoT Telescope,13.24060000,10.870,874.00000,3.700000,0.530000,,600,88.550,31.330000,K1 V,5075.00,0.79,0.89,-0.726,4.65,3.000,3.32000,2.0000,14.6645000
CoRoT-11 b,CoRoT-11,b,1,1,0,Transit,2010,2010-12,Space,CoRoT,0.27 m CoRoT Telescope,2.99433000,16.030,740.51000,0.990000,0.000000,,1657,83.170,6.890000,F6 V,6440.00,1.37,1.27,0.378,4.22,2.000,0.69000,40.0000,12.8410000
CoRoT-12 b,CoRoT-12,b,1,1,0,Transit,2010,2010-09,Space,CoRoT,0.27 m CoRoT Telescope,2.82804200,16.140,291.43800,0.411000,0.070000,,1442,85.480,8.097200,,5675.00,1.12,1.08,0.070,4.38,6.300,1.08000,1.0000,15.3453000
CoRoT-13 b,CoRoT-13,b,1,1,0,Transit,2010,2010-11,Space,CoRoT,0.27 m CoRoT Telescope,4.03519000,9.920,415.70400,2.340000,0.000000,,1700,88.020,10.810000,G0 V,5945.00,1.01,1.09,0.073,4.46,1.635,1.46800,4.0000,14.9147000
CoRoT-14 b,CoRoT-14,b,1,1,0,Transit,2010,2011-04,Space,CoRoT,0.27 m CoRoT Telescope,1.51214000,12.220,2415.40000,7.300000,0.000000,,1952,79.600,4.780000,F9 V,6035.00,1.21,1.13,0.119,4.35,4.200,0.91000,9.0000,15.8116000
CoRoT-16 b,CoRoT-16,b,1,1,0,Transit,2011,2012-05,Space,CoRoT,0.27 m CoRoT Telescope,5.35227000,13.110,170.03200,0.440000,0.330000,,,85.010,11.200000,G5 V,5650.00,1.19,1.10,-0.435,4.36,6.730,0.93000,1.0000,15.6507000
CoRoT-17 b,CoRoT-17,b,1,1,0,Transit,2011,2011-07,Space,CoRoT,0.27 m CoRoT Telescope,3.76810000,11.430,772.29000,2.820000,0.000000,,1626,88.340,6.230000,G2 V,5740.00,1.59,1.04,0.134,4.40,10.700,0.32000,4.5000,15.4368000
CoRoT-18 b,CoRoT-18,b,1,1,0,Transit,2011,2011-09,Space,CoRoT,0.27 m CoRoT Telescope,1.90006930,14.680,1102.82000,2.200000,0.080000,,1550,86.500,6.350000,G9 V,5440.00,1.00,0.95,-0.170,4.40,0.032,1.35000,8.0000,14.8009000
CoRoT-19 b,CoRoT-19,b,1,1,0,Transit,2011,2012-01,Space,CoRoT,0.27 m CoRoT Telescope,3.89713000,14.460,352.78000,0.710000,0.047000,,2000,88.000,6.700000,F9 V,6090.00,1.65,1.21,0.544,4.07,5.000,0.38000,6.0000,13.7831000
CoRoT-2 b,CoRoT-2,b,2,1,0,Transit,2008,2008-05,Space,CoRoT,0.27 m CoRoT Telescope,1.74299350,16.432,1102.82000,1.470000,0.014300,,1521,88.080,6.765900,,5625.00,0.91,0.96,-0.131,4.53,2.700,1.81400,10.8700,12.2489000
CoRoT-20 b,CoRoT-20,b,1,2,0,Transit,2011,2012-02,Space,CoRoT,0.27 m CoRoT Telescope,9.24285000,9.416,1366.66900,8.870000,0.590000,,1024,88.210,18.950000,G2 V,5880.00,1.02,1.14,0.170,4.35,0.100,1.51000,4.5000,14.4686000
CoRoT-20 c,CoRoT-20,c,1,2,0,Radial Velocity,2018,2018-07,Ground,Multiple Observatories,Multiple Telescopes,1675.00000000,12.200,5403.11000,16.400000,0.600000,,,,,G2 V,4947.50,1.37,1.14,0.006,4.35,0.100,1.51000,4.5000,14.4686000
CoRoT-21 b,CoRoT-21,b,1,1,0,Transit,2012,2012-09,Space,CoRoT,0.27 m CoRoT Telescope,2.72474000,14.572,718.29580,1.360000,0.000000,,,86.800,4.600000,F8 IV,6200.00,1.95,1.29,0.705,3.70,4.100,0.25500,11.0000,15.8558000
CoRoT-22 b,CoRoT-22,b,1,1,0,Transit,2014,2014-08,Space,CoRoT,0.27 m CoRoT Telescope,9.75598000,4.880,12.20000,0.249000,0.077000,,885,89.749,17.300000,G3 V,5939.00,1.14,1.10,0.014,4.36,3.300,1.02700,4.0000,13.7305000
CoRoT-23 b,CoRoT-23,b,1,1,0,Transit,2011,2012-01,Space,CoRoT,0.27 m CoRoT Telescope,3.63130000,11.770,889.90000,3.000000,0.160000,,1660,85.700,6.850000,G0 V,5900.00,1.61,1.14,0.087,4.30,7.200,0.50000,9.0000,15.0681000
CoRoT-24 b,CoRoT-24,b,1,2,0,Transit,2014,2014-07,Space,CoRoT,0.27 m CoRoT Telescope,5.11340000,3.700,5.70000,0.900000,0.000000,,1070,86.500,10.900000,K1 V,4950.00,0.86,0.91,-0.601,4.55,11.000,1.94863,2.0000,15.1801000
CoRoT-24 c,CoRoT-24,c,1,2,0,Transit,2014,2014-07,Space,CoRoT,0.27 m CoRoT Telescope,11.75900000,5.000,28.00000,1.300000,0.000000,,850,89.000,18.000000,K1 V,4950.00,0.86,0.91,-0.601,4.55,11.000,1.94863,2.0000,15.1801000
CoRoT-25 b,CoRoT-25,b,1,1,0,Transit,2013,2013-07,Space,CoRoT,0.27 m CoRoT Telescope,4.86069000,12.110,85.81000,0.150000,0.000000,,1330,84.500,10.200000,F9,6040.00,1.19,1.09,0.141,4.31,4.500,0.64637,4.3000,14.7110000
CoRoT-26 b,CoRoT-26,b,1,1,0,Transit,2013,2013-07,Space,CoRoT,0.27 m CoRoT Telescope,4.20474000,14.120,165.26000,0.280000,0.000000,,1600,86.800,6.280000,G5,5590.00,1.79,1.09,0.451,3.99,8.600,,2.0000,15.4682000
CoRoT-27 b,CoRoT-27,b,1,1,0,Transit,2014,2014-02,Space,CoRoT,0.27 m CoRoT Telescope,3.57532000,11.287,3302.11000,12.600000,0.065000,,1500,86.700,9.480000,G2,5900.00,1.08,1.05,-0.166,4.40,4.210,1.24000,4.0000,15.3902000
CoRoT-28 b,CoRoT-28,b,1,1,0,Transit,2015,2015-07,Space,CoRoT,0.27 m CoRoT Telescope,5.20851000,10.705,153.82972,0.690000,0.047000,,,88.100,7.290000,G8/9 IV,5150.00,1.78,1.01,0.388,3.60,12.000,0.27000,3.0000,13.4119000
CoRoT-29 b,CoRoT-29,b,1,1,0,Transit,2015,2015-07,Space,CoRoT,0.27 m CoRoT Telescope,2.85057000,10.088,270.15550,1.450000,0.082000,,,87.300,9.220000,K0 V,5260.00,0.90,0.97,-0.094,4.30,4.500,1.82500,3.5000,15.2394000
CoRoT-3 b,CoRoT-3,b,1,1,0,Transit,2008,2008-12,Space,CoRoT,0.27 m CoRoT Telescope,4.25680000,11.320,6883.91000,26.400000,0.000000,,1695,85.900,7.800000,F3 V,6740.00,1.56,1.37,0.391,4.22,2.200,0.43100,17.0000,13.2188000
CoRoT-30 b,CoRoT-30,b,1,1,0,Transit,2020,2020-03,Space,CoRoT,0.27 m CoRoT Telescope,9.06005000,11.310,921.70700,3.450000,0.007000,,,90.000,21.000000,G3 V,5650.00,0.91,0.98,-0.197,4.40,3.000,1.54162,4.3000,15.4130000
CoRoT-31 b,CoRoT-31,b,1,1,0,Transit,2020,2020-03,Space,CoRoT,0.27 m CoRoT Telescope,4.62941000,16.365,266.97720,0.330000,0.020000,,,83.200,7.200000,G2 IV,5700.00,2.15,1.25,0.398,3.85,4.700,0.15180,2.8000,15.4655000
CoRoT-4 b,CoRoT-4,b,1,1,0,Transit,2008,2008-09,Space,CoRoT,0.27 m CoRoT Telescope,9.20205000,13.340,228.83000,0.525000,0.000000,,1074,90.000,17.360000,,6190.00,1.17,1.16,0.185,4.41,1.000,1.11000,6.4000,13.5613000
CoRoT-5 b,CoRoT-5,b,1,1,0,Transit,2009,2009-10,Space,CoRoT,0.27 m CoRoT Telescope,4.03789620,15.558,148.42000,0.217000,0.090000,,1438,85.830,9.540000,F9 V,6100.00,1.19,1.00,0.180,4.19,6.900,1.01000,1.0000,13.9021000
CoRoT-6 b,CoRoT-6,b,1,1,0,Transit,2009,2010-03,Space,CoRoT,0.27 m CoRoT Telescope,8.88659300,13.068,940.74000,2.320000,0.100000,,1017,89.070,17.940000,F9 V,6090.00,1.02,1.05,0.026,4.43,2.500,1.31000,7.6000,13.7459000
CoRoT-7 b,CoRoT-7,b,1,2,0,Transit,2009,2009-10,Space,CoRoT,0.27 m CoRoT Telescope,0.85359163,1.681,4.07661,6.610000,0.000000,,1756,80.100,4.260000,G9 V,5275.00,0.83,0.82,-0.289,4.50,1.750,2.00000,3.5000,11.5239000
CoRoT-7 c,CoRoT-7,c,1,2,0,Radial Velocity,2009,2009-10,Space,CoRoT,0.27 m CoRoT Telescope,3.69800000,2.830,8.40000,2.040000,0.000000,,,80.000,,G9 V,5256.00,0.86,0.90,-0.289,4.52,1.750,1.96324,3.5000,11.5239000
CoRoT-8 b,CoRoT-8,b,1,1,0,Transit,2010,2010-09,Space,CoRoT,0.27 m CoRoT Telescope,6.21229000,6.390,69.92000,1.600000,0.000000,,870,88.400,17.600000,K1 V,5080.00,0.77,0.88,-0.400,4.58,3.000,2.70000,2.0000,14.2195000
CoRoT-9 b,CoRoT-9,b,2,1,0,Transit,2009,2010-03,Space,CoRoT,0.27 m CoRoT Telescope,95.27265600,11.949,266.97720,0.860000,0.133000,,420,89.900,89.900000,G3 V,5625.00,0.96,0.96,-0.254,4.54,6.000,1.51000,3.5000,13.5008000
CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,0,Transit,2017,2018-01,Space,CoRoT,0.27 m CoRoT Telescope,6.71837000,6.389,47.67450,1.100000,,132.26,938,89.000,,G0 VI,5970.00,0.79,1.08,-0.155,4.67,,1.57283,3.2000,13.5867000
DE CVn b,DE CVn,b,2,1,0,Eclipse Timing Variations,2018,2018-11,Ground,Multiple Facilities,Multiple Telescopes,4098.10000000,12.400,3823.27330,11.000000,0.000000,,,86.000,,,3579.00,0.42,0.51,-1.574,4.80,,7.71066,,11.9752000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,1,1,0,Astrometry,2013,2013-08,Ground,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,246.36000000,11.900,9057.77000,29.500000,0.345000,,,56.600,,L1.5,,,0.07,,,1.000,,,18.5577000
DH Tau b,DH Tau,b,1,1,0,Imaging,2004,2005-02,Ground,Subaru Telescope,8.2 m Subaru Telescope,,30.264,3496.00000,0.693000,,,2200,,,M0.5,4371.00,0.27,0.33,-0.212,4.00,0.001,0.37705,,12.4961000
DMPP-1 b,DMPP-1,b,1,4,0,Radial Velocity,2019,2019-12,Ground,La Silla Observatory,3.6 m ESO Telescope,18.57000000,5.290,24.27000,0.901000,0.083000,,877,,,F8 V,6196.00,1.26,1.21,0.320,4.41,2.010,0.81281,3.4100,7.8503200
