pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor
18.746477,2.5,6.8,2.39,0.0,38.84,686.0,89.11,20.1
5.714606,1.55,3.02,4.46,0.0,174.4,971.0,88.25,9.3
9.946047,2.99,9.22,1.9,0.0,83.26,807.0,89.91,23.07
1.04562266,1.32,2.3,5.5,0.0,1686.09,1710.0,89.51,4.307
1.620493,1.59,3.15,4.31,0.0,1225.93,1681.0,87.2,5.55
3.38802,2.15,5.27,2.91,0.0,457.07,1315.0,87.2,8.2
5.839172,2.48,6.71,2.42,0.0,221.1,1097.0,88.54,14.05
10.681572,2.35,6.12,2.59,0.0,98.9,897.0,87.92,22.46
2.382667,2.61,7.32,2.26,0.0,553.53,1237.0,84.74,9.69
6.581484,5.41,25.2,0.875,0.0,142.63,881.0,89.53,16.835
24.664551,4.95,21.7,0.983,0.0,24.53,567.0,88.98,41.0
13.19722,4.06,15.5,1.27,0.0,27.79,642.0,88.71,30.33
33.653079,3.61,12.7,1.48,0.0,7.99,470.0,89.42,55.9
8.115317,2.8,8.25,2.07,0.0,113.45,879.0,84.3,9.22
36.924931,2.7,7.75,2.16,0.0,15.05,530.0,88.6,61.36
12.28,2.78,5.12,1.26,0.0,7.6,431.0,89.93,36.27
17.2559,2.72,6.2,1.61,0.0,4.82,385.0,89.09,38.5
3.543919,1.07,1.24,5.56,0.0,31.79,652.0,89.91,14.476
46.827915,2.41,6.39,2.51,0.0,1.75,276.0,89.87,75.0
8.187399,2.01,4.7,3.18,0.0,132.13,782.0,88.89,16.11
76.050178,1.74,3.68,3.84,0.0,6.78,372.0,89.99,82.69
10.381227,2.18,5.39,2.86,0.0,45.78,672.0,89.36,28.9
24.570858,2.0,4.66,3.2,0.0,14.51,505.0,87.52,51.4
13.060855,1.36,2.42,5.29,0.0,50.17,734.0,88.16,23.81
21.853722,1.64,3.33,4.15,0.0,25.26,618.0,88.95,50.83
16.568087,2.67,7.61,2.2,0.0,24.31,548.0,89.69,30.26
47.332773,2.47,6.66,2.43,0.0,5.99,386.0,89.8,129.8
40.806231,3.33,11.1,1.65,0.0,79.48,772.0,89.96,24.123
140.101261,2.83,8.4,2.04,0.0,15.35,511.0,89.98,58.7
6.846262,1.86,4.12,3.52,0.0,220.33,1022.0,89.71,15.0
17.028937,2.63,7.41,2.24,0.0,65.36,755.0,89.59,28.39
43.130617,2.49,6.76,2.41,0.0,18.94,554.0,89.52,51.0
67.831024,2.59,7.22,2.28,0.0,10.35,476.0,89.98,71.85
6.61833,2.48,6.71,2.42,0.0,230.4,1066.0,89.82,14.024
107.723601,3.89,14.4,1.34,0.0,5.59,421.0,90.0,105.77
3.353728,1.98,37.9,26.8,0.0,45.84,615.0,89.84,18.114
6.87745,2.13,5.18,2.95,0.0,17.58,484.0,88.26,22.0
28.464515,2.27,5.77,2.71,0.0,2.65,301.0,89.98,84.56
25.934138,2.55,7.04,2.33,0.0,64.93,695.0,89.98,14.5
83.446393,3.38,11.4,1.62,0.0,13.66,471.0,89.97,99.761
5.326718,2.47,6.66,2.43,0.0,730.77,1007.0,89.8,5.37
8.127899,1.69,3.5,3.98,0.0,416.58,875.0,88.71,7.12
15.3348,4.0,2895.31,,0.0,28.68,610.0,87.95,34.23
31.3309,4.9,4385.87,,0.0,11.07,481.0,88.62,30.8
11.476094,2.01,4.7,3.18,0.0,178.36,984.0,86.33,11.8
25.262887,1.77,3.78,3.75,0.0,62.24,756.0,88.0,20.0
10.43547805,1.23,2.04,6.02,0.0,75.96,759.0,89.57,23.3
7.41086267,0.95,0.809,5.18,0.0,119.63,850.0,89.79,17.6
5.24972541,0.66,0.219,4.19,0.0,189.34,954.0,89.01,14.41
2.971353,1.43,78.0,147.0,0.0,801.74,1200.0,87.49,8.41
6.057342,1.79,97.8,93.7,0.0,310.76,947.0,88.98,12.626
10.937304,2.25,5.69,2.74,0.0,141.13,777.0,86.63,15.3
2.936532,1.5,2.86,4.66,0.0,285.64,1209.0,87.29,12.82
8.014927,1.98,4.58,3.24,0.0,74.89,865.0,87.69,16.02
11.634788,1.54,2.99,4.5,0.0,147.81,961.0,89.82,16.5
33.197861,1.84,4.04,3.56,0.0,36.52,678.0,88.53,57.14
10.300682,2.34,6.08,2.61,0.0,311.76,1015.0,89.99,16.36
16.088134,3.38,11.4,1.62,0.0,171.82,875.0,87.82,22.02
35.676062,3.33,11.1,1.65,0.0,59.44,671.0,88.84,32.5
14.12841,2.87,8.6,2.0,0.0,58.59,739.0,87.47,30.06
31.884,2.9,16.6,3.74,0.0,19.79,563.0,86.92,17.44
48.648,2.8,16.3,4.08,0.0,11.27,489.0,87.42,22.0
17.324,2.92,87.3,19.3,0.0,198.25,964.0,86.03,7.59
33.006,3.36,64.2,9.3,0.0,83.9,778.0,89.33,11.7
30.160546,4.07,15.6,1.27,0.04,99.27,836.0,87.47,17.6
51.078775,3.59,12.6,1.5,0.51,49.15,702.0,89.07,25.0
12.309681,3.62,12.8,1.48,0.0,249.02,1104.0,83.92,9.279
35.736,4.3,49.4,0.3,0.0,60.16,774.0,87.09,18.88
54.414,3.1,37.5,0.3,0.0,35.74,574.0,87.09,24.99
5.9123,3.6,479.9,,0.0,62.58,585.0,89.51,19.7
8.9858,3.4,432.23,,0.0,35.9,509.0,89.98,24.64
2.139542,1.45,2.7,4.87,0.0,821.89,1425.0,87.19,8.089
4.807091,2.01,4.7,3.18,0.0,279.08,1088.0,86.65,13.5
14.646008,2.82,8.35,2.05,0.0,118.25,694.0,88.09,15.8
36.337373,5.31,24.4,0.896,0.0,35.2,513.0,88.17,29.0
9.220524,1.01,1.01,5.39,0.0,195.94,817.0,89.85,14.511
13.638723,1.2,1.87,5.95,0.0,116.12,717.0,89.69,19.33
24.806,2.46,61.0,22.5,0.0,52.35,588.0,89.99,31.527
44.347,3.1,56.2,10.4,0.0,24.11,484.0,89.7,54.15
11.008151,2.13,5.18,2.95,0.0,16.26,488.0,89.97,43.185
92.743711,1.82,3.97,3.62,0.0,0.95,240.0,89.99,132.45
12.699149,2.24,5.65,2.76,0.0,38.37,686.0,88.51,26.8
37.514456,2.61,7.32,2.26,0.0,9.04,478.0,89.6,55.2
2.633867,1.34,2.36,5.39,0.0,428.41,1131.0,88.82,9.91
6.186676,1.12,1.46,5.71,0.0,137.07,851.0,89.95,16.46
1.796302,1.24,2.07,5.97,0.0,925.92,1367.0,89.88,7.288
3.468095,1.37,2.45,5.24,0.0,384.29,1098.0,89.28,11.29
5.914323,1.33,2.33,5.44,0.0,188.48,919.0,89.87,17.223
29.221289,1.77,3.78,3.75,0.0,22.4,539.0,88.78,58.14
20.342199,2.33,6.04,2.62,0.0,35.75,667.0,88.83,38.0
44.851896,3.26,10.7,1.7,0.0,12.46,513.0,89.24,43.3
6.097326,1.67,3.43,4.05,0.0,247.3,1197.0,89.95,13.768
19.305772,2.85,8.5,2.02,0.0,53.15,815.0,90.0,35.21
56.633742,2.67,7.61,2.2,0.0,12.66,570.0,89.75,20.5
34.545,2.15,7.3,4.1,0.0,27.37,607.0,89.59,45.9
125.8518,11.59,132.0,0.47,0.0,4.88,394.0,89.794,108.6
66.0634,2.68,4.0,1.2,,,,89.73,70.7
10.33974,2.55,5.0,1.65,0.0,55.9,777.0,89.13,24.95
13.28613,2.34,4.5,1.91,0.0,34.4,715.0,89.97,31.83
14.589347,2.25,5.69,2.74,0.0,22.64,594.0,88.86,47.44
36.77031,2.7,7.75,2.16,0.0,6.6,437.0,89.44,33.9
3.546511,2.16,5.31,2.9,0.0,627.37,1212.0,86.2,11.91
5.700786,1.88,4.19,3.47,0.0,332.74,1035.0,88.15,27.02
2.580827,1.32,2.3,5.5,0.0,394.3,1130.0,89.0,4.5
3.715335,1.47,2.76,4.77,0.0,242.42,1001.0,88.25,5.8
7.055679,2.23,5.6,2.77,0.0,103.0,808.0,89.0,17.53
11.97901,2.67,7.61,2.2,0.0,50.92,678.0,89.83,24.92
20.834237,2.35,6.12,2.59,0.0,24.32,563.0,89.56,18.3
19.254196,3.07,9.64,1.83,0.0,28.94,657.0,88.86,32.87
54.155743,3.83,14.0,1.37,0.0,7.29,466.0,88.78,43.5
3.701212,1.77,3.78,3.75,0.0,329.8,1087.0,89.09,11.634
6.6264,2.71,7.8,2.15,0.0,151.49,895.0,89.61,16.27
12.645164,1.22,1.98,5.99,0.0,391.01,741.0,77.82,4.41
21.526258,1.17,1.71,5.87,0.0,192.14,621.0,86.2,19.86
33.884054,1.36,2.42,5.29,0.0,104.96,533.0,85.87,14.7
10.864384,1.61,3.22,3.0,0.33,6.5,495.0,88.58,35.5
5.8416366,2.0,4.66,1.2,0.33,14.8,606.0,89.94,23.5
19.850291,2.09,5.02,1.9,0.33,2.9,403.0,89.77,53.1
34.14211,1.53,2.96,4.1,0.33,1.41,337.0,89.89,76.2
63.33627,1.8,3.89,3.2,0.33,0.62,274.0,89.95,115.1
38.871826,2.87,48.5,11.3,0.0,16.46,509.0,89.97,50.414
74.920137,6.54,42.1,0.827,0.0,6.86,409.0,89.47,78.2
10.475464,1.96,4.5,3.28,0.0,24.71,540.0,88.61,34.09
22.92881,1.93,4.38,3.35,0.0,8.7,416.0,89.15,42.0
77.473633,2.5,6.8,2.39,0.0,1.72,277.0,89.57,95.0
2.927128,1.32,2.3,5.5,0.0,622.07,1258.0,89.72,8.902
6.885875,2.65,7.51,2.22,0.0,198.55,946.0,78.69,4.86
15.054786,1.86,4.12,3.52,0.0,69.96,729.0,89.2,16.53
38.285489,1.87,4.16,3.5,0.0,20.17,534.0,89.85,44.9
29.33434,3.9,11.3,1.02,0.042,16.38,524.0,90.179,37.7
60.323105,12.3,640.0,1.88,0.0111,6.22,411.0,90.323,61.3
143.34394,8.8,23.1,0.19,0.022,1.96,308.0,89.841,109.1
10.446347,1.67,3.43,4.05,0.0,265.19,812.0,84.3,13.0
40.714955,2.25,5.69,2.74,0.0,43.25,516.0,88.74,32.3
2.508553,1.35,2.39,5.34,0.0,665.44,1278.0,89.94,8.366
5.419026,1.35,2.39,5.34,0.0,238.48,989.0,87.99,18.428
13.751243,1.75,3.71,3.8,0.0,68.93,725.0,89.21,19.4
30.184104,4.06,15.5,1.27,0.0,31.25,634.0,89.98,40.33
127.282184,12.45,,,0.0,4.58,392.0,89.51,97.12
1.937055,0.89,0.64,4.99,0.0,145.44,802.0,89.41,10.175
7.061149,1.14,1.55,5.75,0.0,25.85,521.0,88.38,54.222
3.295709,2.86,8.55,2.01,0.0,139.15,875.0,88.89,13.83
5.315946,2.17,5.35,2.88,0.0,73.6,746.0,88.47,37.98
9.653471,2.75,8.0,2.11,0.0,33.16,611.0,89.67,25.95
1.49914695,1.2,1.87,5.95,0.0,397.25,1137.0,87.54,8.065
5.487,3.6,10.5,1.24,0.0,112.91,836.0,84.98,9.4
8.291,3.3,6.0,0.917,0.0,65.1,728.0,83.45,12.4
16.738661,2.71,9.1,2.5,0.0,25.52,576.0,89.27,54.49
3.20538,1.794,3.87,3.68,0.0,236.11,1000.0,87.1,11.51
4.646186,1.52,2.92,4.57,0.0,127.25,830.0,83.18,15.2
7.240193,2.35,6.12,2.59,0.0,70.45,716.0,88.29,19.58
17.326644,2.47,6.66,2.43,0.0,21.98,535.0,88.0,28.64
44.840975,2.27,5.77,2.71,0.0,6.18,390.0,88.5,63.9
10.4208,2.43,7.44,2.62,0.0,59.7,797.0,88.23,22.4
13.0729,2.2,3.64,1.74,0.0,44.0,739.0,88.37,20.34
9.694928,2.12,5.14,2.96,0.0,108.64,833.0,89.36,27.7
15.38231,2.16,5.31,2.9,0.0,58.68,714.0,89.97,31.47
5.923653,1.56,3.05,4.41,0.0,99.49,531.0,89.85,17.51
105.356383,2.51,6.85,2.38,0.0,2.14,204.0,89.71,79.0
20.8613,5.5,25.9,0.855,0.0,91.47,781.0,89.88,31.855
42.6318,5.3,1493.7,,0.0,35.25,615.0,89.85,28.7
87.6451,3.9,2161.244,,0.0,13.49,484.0,89.89,46.3
13.930698,1.19,1.81,5.9,0.0,45.97,665.0,87.46,18.5
56.47542,3.38,11.4,1.62,0.0,7.11,417.0,88.81,47.0
92.876125,2.47,7.0,3.3,0.0,3.66,353.0,88.82,44.3
9.176092,1.7,3.53,3.95,0.0,201.36,960.0,89.63,16.573
19.738286,1.43,2.63,4.94,0.0,72.46,744.0,88.06,14.1
1.772419,1.29,2.21,5.66,0.0,4124.02,1685.0,89.94,5.572
19.747412,3.15,10.1,1.78,0.0,165.82,754.0,89.06,44.99
14.970418,2.53,6.94,2.35,0.0,143.33,883.0,88.91,13.0
32.273273,2.57,7.13,2.31,0.0,51.5,683.0,88.5,21.6
2.461069,0.83,0.498,4.79,0.0,488.67,1195.0,85.4,9.1
5.960392,2.9,8.75,1.97,0.0,149.98,890.0,85.57,16.4
96.101141,3.77,13.7,1.4,0.0,6.67,409.0,88.26,26.89
265.469335,4.15,16.1,1.24,0.0,1.72,291.0,89.31,79.8
2.240508,1.06,1.2,5.54,0.0,164.78,837.0,87.63,11.5
6.827766,1.16,1.65,5.81,0.0,37.38,577.0,89.09,21.95
5.524242,2.09,109.8,66.1,0.0,151.65,976.0,87.89,15.16
8.77501,1.72,3.61,3.9,0.0,81.76,837.0,88.45,18.43
4.662715,4.71,19.9,1.05,0.0,333.15,1039.0,87.66,13.444
11.815007,3.68,13.1,1.44,0.0,96.51,762.0,87.15,36.756
4.362705,1.63,3.29,4.17,0.0,253.66,1023.0,86.03,15.42
6.941357,2.63,7.41,2.24,0.0,136.34,876.0,86.78,30.38
31.781925,2.29,5.86,2.68,0.0,17.96,528.0,89.85,29.6
5.90124,2.2,1303.0,,0.0,22.02,514.0,89.92,20.645
8.7522,2.0,158.9,,0.0,10.68,451.0,89.97,29.11
22.7802,2.7,7.75,2.16,0.0,3.63,328.0,89.99,55.78
2.896,1.5,2.86,4.66,0.0,56.65,652.0,89.65,13.46
0.74296,0.82,0.477,4.75,0.0,349.64,1026.0,88.93,2.37
8.371554,1.14,1.55,5.75,0.0,280.56,1292.0,71.53,3.1
17.934937,1.37,2.45,5.24,0.0,101.62,1002.0,80.93,6.19
4.915379,1.77,3.78,3.75,0.0,296.15,1042.0,87.7,10.2
13.093921,2.32,5.99,2.64,0.0,80.1,752.0,87.96,19.5
1.653888,1.01,1.01,5.39,0.0,735.18,1373.0,88.21,2.95
4.337234,1.67,3.43,4.05,0.0,203.41,996.0,89.77,13.488
1.678327,1.43,684.4,1290.0,0.0,1774.33,1659.0,68.37,5.5776
3.553822,1.63,79.7,101.0,0.0,650.01,1292.0,83.05,8.872
4.385315,1.14,1.55,5.75,0.0,194.34,935.0,88.5,13.47
51.805612,3.15,10.1,1.78,0.0,7.23,410.0,89.75,23.1
4.544439,2.91,8.8,1.96,0.0,210.55,1017.0,86.99,20.495
12.762172,2.54,6.99,2.34,0.0,53.04,721.0,87.01,38.5
38.715185,2.79,8.2,2.07,0.0,12.08,498.0,89.39,81.0
2.248329,1.52,44.6,69.8,0.0,783.45,1127.0,89.97,8.7441
4.580358,1.4,17.4,34.8,0.0,303.62,889.0,88.6,16.777
6.766888,1.21,6.9,21.4,0.0,180.64,781.0,88.43,31.42
2.549575,1.11,1.41,5.67,0.0,73.06,682.0,89.77,11.691
5.212333,1.03,20.3,102.0,0.0,28.27,537.0,89.44,19.02
13.969457,1.73,3.64,3.86,0.0,7.59,387.0,88.5,35.0
34.921,2.3,28.5,12.9,0.0,57.08,602.0,89.96,11.14
71.312,5.4,39.4,1.37,0.0,22.02,475.0,89.97,64.746
7.416397,1.4,2.54,5.09,0.0,40.69,547.0,88.86,8.6
18.684737,1.93,4.38,3.35,0.0,11.87,402.0,89.35,15.8
5.66793,1.74,3.68,3.84,0.0,744.01,1336.0,86.39,7.87
13.17562,3.2,0.39,0.13,0.0,241.76,1009.0,88.19,13.8
21.77596,5.35,3.91,0.25,0.0,123.69,853.0,88.71,19.3
31.7844,4.02,5.57,0.8,0.0,74.72,752.0,88.94,24.9
41.02902,4.46,9.6,0.9,0.0,53.18,691.0,89.17,29.5
8.25978,1.35,2.39,5.34,0.0,66.58,714.0,89.57,20.5
15.955387,1.95,4.46,3.31,0.0,27.68,573.0,89.4,31.7
8.457496,1.82,3.97,3.62,0.0,35.98,540.0,89.58,29.4
17.28111,1.84,4.04,3.56,0.0,13.89,425.0,89.75,46.2
32.134328,1.64,3.33,4.15,0.0,6.07,346.0,89.84,69.9
7.626324,1.17,1.71,5.87,0.0,53.71,703.0,89.43,24.47
15.995622,1.09,1.32,5.6,0.0,19.99,550.0,89.86,35.54
34.21154,1.18,1.76,5.89,0.0,7.25,427.0,89.96,53.58
12.551158,1.32,28.2,67.4,0.0,16.82,480.0,88.9,19.8
24.08821,1.11,1.41,5.67,0.0,7.05,386.0,89.51,31.0
5.470319,1.12,1.46,5.71,0.0,300.98,1090.0,89.68,13.396
12.758005,1.43,2.63,4.94,0.0,97.21,822.0,89.97,23.597
25.09849,1.41,2.57,5.04,0.0,39.48,656.0,88.88,69.65
6.562331,3.39,11.4,1.61,0.0,721.12,1290.0,86.26,10.6
67.844469,3.07,9.64,1.83,0.0,32.03,592.0,89.49,40.6
2.024823,1.02,1.04,5.39,0.0,1652.5,1625.0,87.61,2.62
9.600001,2.1,5.06,3.0,0.0,206.91,967.0,89.79,7.39
20.678772,2.37,6.21,2.56,0.0,74.36,749.0,88.55,12.32
3.292781,1.54,2.99,4.5,0.0,1589.01,1458.0,80.59,3.21
9.693201,2.05,4.86,3.1,0.0,376.21,1017.0,85.39,6.6
13.726976,2.44,30.6,11.6,0.04,256.61,1005.0,89.9,14.4747
24.310856,2.34,6.08,2.61,0.03,119.65,831.0,89.61,20.922
44.431014,3.0,9.27,1.89,0.03,53.56,680.0,89.96,25.1
9.341,1.56,8.5,12.3,0.05,428.52,1143.0,87.49,8.89
4.977656,1.42,2.6,4.99,0.0,159.94,1023.0,87.96,8.9
6.988055,1.15,7.3,26.4,0.0,101.84,914.0,89.92,17.42
10.558345,1.17,14.7,50.4,0.0,58.65,796.0,89.23,23.91
288.822,8.564,69.92,0.613,0.182,,,90.355,
14.844387,2.53,6.94,2.35,0.0,274.32,1092.0,89.54,16.56
22.824669,3.37,11.3,1.62,0.0,154.65,946.0,89.38,27.25
5.195528,1.18,1.76,5.89,0.0,422.1,1085.0,89.71,6.39
8.01041,1.7,3.53,3.95,0.0,237.43,940.0,89.82,14.58
27.666313,1.85,4.08,3.54,0.0,45.42,622.0,88.98,19.5
42.473269,1.99,4.62,3.22,0.0,25.67,539.0,89.51,25.9
15.170318,2.25,5.69,2.74,0.0,160.26,905.0,85.52,11.85
26.234138,1.96,4.5,3.28,0.0,77.29,754.0,86.14,78.87
39.459357,2.49,6.76,2.41,0.0,44.83,658.0,84.57,22.4
1.64422461,0.88,0.615,4.96,0.0,3111.32,1897.0,58.94,1.825
8.96855,2.41,6.39,2.51,0.0,206.07,1024.0,87.58,13.19
23.22182,2.02,4.74,3.16,0.0,57.93,746.0,88.18,71.61
21.963945,2.61,7.32,2.26,0.0,27.33,643.0,89.5,63.27
125.596809,2.95,9.01,1.93,0.0,2.67,360.0,89.97,138.52
7.415563,0.74,0.5,5.2,0.0,35.37,622.0,89.05,27.61
9.387427,1.2,2.2,4.8,0.0,25.83,575.0,86.89,17.44
6.511127,2.66,7.56,2.21,0.0,134.36,1008.0,86.75,12.1
23.851549,3.07,9.64,1.83,0.0,23.81,654.0,88.74,29.0
12.79836,1.97,4.54,3.26,0.0,180.55,908.0,86.06,16.3
27.320871,1.75,3.71,3.8,0.0,65.71,705.0,85.39,12.22
7.05677,1.52,2.92,4.57,0.0,438.94,1196.0,88.28,9.2
17.265427,1.33,2.33,5.44,0.0,133.26,888.0,89.99,26.48
5.929778,1.9,94.5,75.7,0.0,248.27,972.0,89.85,18.63
12.247629,1.96,4.5,3.28,0.0,94.49,763.0,89.77,28.25
131.458,8.16,40.363,0.41,0.042,,,90.76,
11.189562,1.85,4.08,3.54,0.0,257.72,1037.0,87.76,9.4
17.849,3.1,6.1,1.13,0.0,138.41,888.0,86.29,25.19
26.136,2.8,14.9,3.73,0.0,83.24,782.0,89.65,30.2
37.054919,3.06,4.8,0.921,0.0,11.98,498.0,88.19,59.71
57.24809,3.19,11.1,1.88,0.0,6.71,431.0,89.98,74.36
142.544247,2.72,7.85,2.14,0.0,1.99,318.0,89.99,127.83
10.05537,0.86,0.566,4.89,0.0,50.39,694.0,89.87,26.28
16.332995,1.24,2.07,5.97,0.0,26.37,591.0,88.19,61.27
5.795278,0.89,0.64,4.99,0.0,27.19,534.0,87.11,14.27
8.410894,1.38,2.48,5.19,0.0,16.56,472.0,85.99,12.94
5.47666,1.84,4.04,3.56,0.0,64.84,741.0,85.82,13.12
16.934402,1.31,2.27,5.55,0.0,14.4,508.0,89.21,32.6
24.209842,1.24,2.07,5.97,0.0,8.95,451.0,89.38,39.0
11.03189,1.46,2.73,4.82,0.0,154.8,840.0,88.59,9.13
25.762294,2.71,7.8,2.15,0.0,49.97,633.0,89.32,16.1
4.612696,1.57,3.09,4.39,0.0,844.98,1294.0,84.44,11.84
13.121632,1.81,3.93,3.64,0.0,209.37,913.0,87.29,22.6
6.475434,1.84,4.04,3.56,0.0,69.57,793.0,88.31,18.92
16.85837,2.67,7.61,2.2,0.0,19.4,576.0,88.98,32.4
49.499875,3.43,11.6,1.58,0.0,4.62,402.0,89.86,66.49
34.060467,2.72,7.85,2.14,0.0,21.8,554.0,89.36,59.0
83.488369,2.85,8.5,2.02,0.0,6.6,411.0,89.75,107.3
25.563222,3.53,12.2,1.52,0.0,47.94,671.0,88.02,24.6
57.68802,4.3,2.9,0.1,0.0,16.19,512.0,88.74,42.1
77.095691,4.01,2.7,0.1,0.0,11.0,464.0,88.0,37.3
13.86825,1.498,3.83,6.26,0.0,247.0,978.0,90.01,10.111
16.21865,3.679,7.13,0.787,0.0,191.0,928.0,89.36,16.69
3.289672,1.65,3.36,4.11,0.0,415.43,1116.0,89.73,10.948
7.186434,2.1,5.06,3.0,0.0,146.5,860.0,87.2,12.9
8.486616,1.45,2.7,4.87,0.0,411.9,1060.0,89.96,12.419
55.188023,2.52,6.9,2.37,0.0,33.95,568.0,89.72,47.5153
10.327186,0.88,0.615,4.96,0.0,207.34,838.0,88.47,28.2
37.866281,1.45,2.7,4.87,0.0,36.67,543.0,89.83,60.62
3.614568,1.16,1.65,5.81,0.0,1000.24,1347.0,86.02,5.09
7.542427,1.69,66.4,75.6,0.0,376.29,1054.0,88.44,8.3
11.932125,2.05,4.86,3.1,0.0,203.76,905.0,89.52,14.769
25.745718,1.55,3.02,4.46,0.0,68.71,753.0,88.22,26.97
59.980627,2.15,5.27,2.91,0.0,22.23,568.0,88.03,66.16
10.664903,2.04,4.82,3.12,0.0,132.15,865.0,89.29,16.0
17.784129,1.64,3.33,4.15,0.0,66.87,729.0,89.81,34.26
3.281959,1.46,2.73,4.82,0.0,1873.31,1326.0,88.5,8.51
12.51616,1.79,3.86,3.7,0.0,314.93,848.0,89.93,20.0
37.815724,1.3,2.24,5.6,0.0,5.99,401.0,89.43,64.19
53.578637,1.2,1.87,5.95,0.0,3.76,357.0,89.16,45.1
26.84768,3.26,10.7,1.7,0.0,107.58,800.0,88.58,19.1
72.379334,3.88,14.3,1.35,0.0,28.68,575.0,88.95,71.19
2.732756,1.13,1.51,5.75,0.0,40.3,687.0,86.76,19.21
14.871572,1.41,2.57,5.04,0.0,4.21,391.0,89.98,48.5
13.36731,0.296,3.1783,671.0,0.0,43.31,656.0,88.63,28.68
21.302,0.75,12.0,,0.09,22.79,564.0,89.07,42.18
39.7922,1.94,12.2,,0.15,9.9,458.0,89.335,69.576
51.196,0.37,0.0275,2.98,0.0,,401.0,89.95,43.4
4.57953,1.59,3.15,4.31,0.0,361.51,1040.0,89.72,11.407
19.02293,1.91,4.31,3.4,0.0,54.2,647.0,88.73,25.7
34.763278,1.89,4.23,3.44,0.0,41.74,554.0,89.04,43.0
67.968015,1.78,3.82,3.72,0.0,17.06,443.0,89.71,66.12
6.849692,1.36,2.42,5.29,0.0,384.63,1081.0,75.35,3.77
20.053763,2.09,5.02,3.02,0.0,91.88,755.0,83.71,17.7
30.092568,1.69,3.5,3.98,0.0,53.47,660.0,86.73,9.59
5.535309,1.36,2.42,5.29,0.0,453.87,1054.0,89.81,15.353
16.725948,1.24,2.07,5.97,0.0,103.76,729.0,89.32,26.0
1.897806,1.03,1.08,5.43,0.0,2014.66,1761.0,87.55,5.443
3.282807,1.1,1.37,5.66,0.0,966.59,1467.0,88.82,7.719
5.028219,1.31,2.27,5.55,0.0,548.1,1272.0,88.37,10.55
12.125934,1.45,2.7,4.87,0.0,64.44,851.0,87.38,17.59
19.986326,2.65,7.51,2.22,0.0,33.15,720.0,85.75,12.99
4.920199,1.07,1.24,5.56,0.0,689.91,1242.0,88.48,9.11
14.172327,1.79,3.86,3.7,0.0,168.29,873.0,87.71,43.41
12.509529,1.39,2.51,5.14,0.0,139.11,875.0,88.36,20.3
27.014976,2.06,4.9,3.08,0.0,49.85,677.0,89.99,39.23
16.092361,0.75,0.347,4.52,0.0,17.82,503.0,87.69,23.2
28.906009,0.7,0.271,4.34,0.0,8.17,414.0,88.68,72.8
20.09838,1.66,3.39,4.07,0.0,90.35,775.0,89.96,29.82
62.784697,2.29,5.86,2.68,0.0,19.79,530.0,89.84,97.7
105.599,4.3,122.0,,0.032,,475.0,89.442,
3.930821,1.19,1.81,5.9,0.0,808.09,1317.0,88.74,10.09
7.630004,1.27,2.15,5.77,0.0,333.56,1056.0,87.84,21.34
5.629021,0.99,0.937,5.31,0.0,716.09,1576.0,88.8,11.29
13.391635,1.12,1.46,5.71,0.0,225.33,1180.0,88.8,30.46
5.262155,1.32,2.3,5.5,0.0,381.46,1166.0,85.48,9.0
12.162701,1.59,3.15,4.31,0.0,124.74,882.0,85.65,12.79
12.904532,1.32,2.3,5.5,0.0,20.91,545.0,88.77,30.58
31.200751,1.24,2.07,5.97,0.0,6.44,406.0,89.04,42.5
22.597053,1.12,1.46,5.71,0.0,101.55,670.0,89.87,28.19
45.348269,1.13,1.51,5.75,0.0,40.1,531.0,88.78,73.8
10.043686,2.73,12.8,3.46,0.0,143.92,951.0,79.64,5.3
15.163161,3.04,13.2,2.58,0.0,83.16,829.0,80.54,5.84
56.4159,2.619,7.36,2.25,0.0,19.37,535.0,87.94,25.2
12.31043,1.39,2.51,5.14,0.0,43.26,651.0,87.21,25.69
25.193458,1.58,3.12,4.35,0.0,16.66,513.0,88.78,41.54
6.791636,1.03,1.08,5.43,0.0,304.08,994.0,89.55,15.56
11.837549,0.89,0.64,4.99,0.0,144.96,826.0,88.58,25.08
3.173315,0.81,0.457,4.73,0.0,112.21,830.0,89.62,12.83
13.297004,0.86,0.566,4.89,0.0,16.64,515.0,89.95,31.34
3.244107,1.51,2.89,4.61,0.0,167.06,1047.0,84.86,5.9
14.51143,1.46,2.73,4.82,0.0,22.73,636.0,85.38,11.51
21.08721,13.9,6388.1,13.0,0.112,90.22,897.0,89.07,24.92
6.738088,0.82,0.477,4.75,0.0,99.97,786.0,89.57,21.28
13.060022,0.79,0.418,4.66,0.0,41.35,630.0,89.08,30.81
7.416755,3.2,10.3,1.73,0.0,748.71,1425.0,77.56,6.64
20.485435,3.54,12.3,1.52,0.0,193.09,1015.0,84.53,15.43
5.341853,1.0,0.972,5.34,0.0,450.65,1125.0,89.65,11.48
10.423118,1.1,1.37,5.66,0.0,185.1,901.0,87.72,20.41
9.182417,1.29,2.21,5.66,0.0,429.81,1052.0,89.07,7.67
14.613612,1.33,2.33,5.44,0.0,231.21,901.0,89.77,10.45
8.005013,1.6,3.19,4.28,0.0,164.78,1035.0,89.83,18.64
