st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
,6147.0,1.75,1.35,0.592,4.08,3.02,0.356,7.42,12.1631
,5137.0,0.88,0.89,-0.318,4.5,8.0,1.854,2.55,13.7643
K2,4985.0,0.81,0.85,-0.434,4.54,7.8,2.22,0.5,13.0499
,7930.0,1.88,1.78,1.079,4.17,0.81,0.31459,40.61,12.586
M3 V,3405.0,0.48,0.49,-1.56,4.77,3.2,6.26,,15.3512
,4656.1,0.72,0.73,-0.659,4.59,12.17,2.743,0.8,12.0725
,5679.0,1.09,1.06,-0.025,4.39,5.1,1.15,2.0,14.337
,5599.0,1.56,1.1,0.312,4.1,10.8,0.451,4.58,13.0983
B9 Vne,10500.0,1.85,2.4,1.5,4.33,0.005,0.58953,,6.65514
G9 III,4891.0,10.06,2.28,1.633,2.79,1.309,,1.6,6.17883
G8 V,5533.0,1.04,0.83,0.021,4.32,2.0,1.15933,,8.2387
G1 V,5911.0,1.11,1.06,0.173,4.39,4.3,0.92213,3.0,7.17261
K1 V,5108.0,0.86,0.57,-0.31,4.33,1.0,1.80149,0.7,7.96664
G6 V,5655.0,1.23,1.06,0.157,4.29,10.0,0.74131,0.88,7.28191
K0 V,5301.0,0.82,0.76,-0.334,4.49,2.4,2.16049,3.23,7.84665
K0,4790.0,10.3,1.45,1.662,2.58,,,3.0,8.40499
K0 III,4745.0,9.82,3.21,1.292,2.96,1.6,,2.6,7.58172
K0 III,4830.0,6.3,1.3,1.585,3.0,1.6,,2.6,7.58172
G3/5V,5630.0,0.95,0.85,-0.057,4.57,9.0,1.65359,0.7,4.71107
K0 V,5436.0,0.96,0.95,-0.138,4.46,,1.55679,,9.04883
G5,4985.0,4.55,1.66,1.064,3.38,2.3,,,7.60844
K1 V(P),5250.0,0.88,0.8,-0.328,4.45,9.1,1.74247,,9.16421
K3 V,5017.0,0.73,0.79,-0.458,4.43,3.8,2.46811,0.42,9.22376
F5 V,6489.0,1.58,1.33,0.544,4.26,1.05,0.61418,8.1,7.00938
K3 V,4792.0,0.75,0.77,-0.569,4.59,,2.7045,,8.38479
K2 V,4937.0,0.74,0.62,-0.513,4.49,4.33,2.62618,1.61,7.62029
K0 IV,4912.0,1.97,1.01,0.31,3.19,10.65,,,7.57742
G9 III,4877.0,11.0,2.3,1.778,2.85,,,,5.49698
G0,5874.0,1.1,1.01,0.128,4.36,4.19,1.0698,1.9,7.26281
G5 IV,5509.0,2.66,1.39,0.756,3.72,4.3,,3.13,7.39531
F5 V,6327.0,1.3,1.09,0.395,4.25,4.48,0.97706,12.71,8.88841
F9 V,6218.0,1.1,1.11,0.149,4.62,1.4,1.2517,4.9,5.38178
G5,5362.0,1.62,0.97,0.09,4.41,11.7,1.66,1.0,7.7777
F5 V,6516.0,2.12,1.5,0.75,3.9,0.013,0.19434,49.12,7.68639
G5 IV,5600.0,1.79,1.13,0.477,3.96,6.98,0.22439,2.5,6.10286
G5 V,5797.0,1.15,1.12,0.121,4.45,5.6,0.93155,0.73,7.85111
F8 V CH+0.4,6255.73,1.21,1.22,0.303,4.36,3.2,0.97901,5.3,6.85345
G3 V,5660.0,0.88,0.87,-0.15,4.49,6.7,1.82,4.7,9.08745
K2 V,5122.0,0.79,0.84,-0.37,4.45,4.9,2.56687,2.0,9.14337
K0,4878.0,5.74,1.59,1.225,3.07,1.8,,1.06,7.45422
G5,5600.0,1.05,1.1,-0.001,4.44,8.0,1.06371,2.2,8.57502
G5,5551.0,1.09,0.95,-0.001,4.35,8.0,1.06371,2.2,8.57502
G0 V,5844.0,1.07,1.2,0.1,4.46,,1.09918,3.0,8.5873
G5 V,5783.0,1.29,1.05,0.301,4.28,7.3,0.74379,2.7,7.87816
G3 V,5824.0,1.22,1.13,0.19,4.31,3.3,0.67348,2.0,8.02456
K2 III,4445.0,20.9,2.17,2.304,2.1,0.95,,2.0,4.31048
F8 V,6200.0,1.19,1.21,0.281,4.2,0.25,1.0,25.3,9.11523
G,5732.0,0.97,1.0,-0.032,4.46,4.0,1.51187,1.74,9.91036
G5 V,5512.0,0.9,0.84,-0.161,4.45,5.2,1.71663,1.2,7.40535
K0 III,4884.0,8.03,1.94,1.581,3.1,1.41,,3.1,6.15212
F5 V,6557.0,1.45,1.18,0.512,4.19,1.9,0.6648,20.0,5.99548
K0 III,4155.0,39.0,1.8,2.453,1.7,1.6,,3.6,6.07664
F6 V,6576.6,1.5,1.4,0.632,4.21,0.15,0.56519,6.3,5.91168
K9 V,4462.0,0.53,0.58,-1.046,3.79,4.3,1.97036,2.0,8.4428
K5 III,4181.0,25.11,1.49,2.464,1.86,3.24,,3.3,4.22274
K3V,4836.0,0.76,0.6,-0.54,4.45,1.0,2.44623,1.0,8.41823
G4 IV,5641.0,2.14,1.27,0.608,3.87,4.55,0.14156,2.7,4.66174
G0 V,5844.0,1.47,0.94,0.421,4.05,10.116,0.37483,2.29,6.51382
F8,5869.0,1.2,0.8,0.221,4.18,13.0,0.7917,1.77,7.13955
K0,5135.0,0.84,0.85,-0.372,4.52,7.0,2.02586,0.9,7.31783
K1V,5098.0,0.83,0.85,-0.373,4.57,7.0,2.02586,0.9,7.31783
G0 V,6030.0,1.34,1.24,0.33,4.43,2.3,0.6413,5.0,7.37382
G0 V,6030.0,1.34,1.24,0.33,4.3,2.3,0.6413,5.0,7.37382
K0,4819.0,4.89,0.83,1.053,2.98,2.7,,0.46,7.60909
K0,4951.0,4.6,1.33,1.063,3.4,2.7,,0.46,7.60909
G8 IV/V,5732.0,1.07,1.05,0.066,4.37,4.192,0.94568,1.05,7.07737
G5,4312.0,20.58,0.72,2.169,1.67,10.2,,2.3,6.46378
G2 V,5990.0,1.2,1.08,0.213,4.41,5.6,0.93343,3.2,7.0216
K0,5864.0,2.06,1.84,0.646,4.08,4.6,0.17156,4.7,7.89255
G9 V CN+1,5303.0,2.01,0.91,0.459,3.79,7.45,0.15806,2.74,6.209
G9 V CN+1,5303.0,2.01,0.91,0.459,3.79,7.45,0.15806,1.52,6.209
G8 III/IV,4970.0,10.09,1.91,1.839,2.9,1.2,,2.4,4.43863
G7 III,4892.0,9.12,2.39,1.64,2.71,1.02,,2.44,5.65211
G2 V,6027.0,1.07,1.62,0.19,4.59,1.2,1.21555,2.6,7.39023
F8,5920.0,1.0,1.01,0.022,4.65,,1.46888,8.2,8.04463
G7 V,4850.0,6.47,1.36,1.124,3.13,,,,7.94061
K4 V,4691.0,0.74,0.29,-0.617,4.17,3.53,2.51689,1.5,8.6555
G3 V,5841.0,1.05,1.11,0.06,4.45,1.77,1.01748,2.1,8.1559
G3 V,5841.0,1.05,1.11,0.06,4.41,1.77,1.01748,2.1,8.1559
G5,4835.0,11.02,0.67,1.753,2.18,4.5,,4.8,6.7184
G4 V,5638.0,0.98,0.9,-0.04,4.38,9.67,1.41721,3.0,7.66978
K0,5645.0,1.2,1.2,0.133,4.36,6.39,0.78842,1.3,7.24746
K0,5748.0,1.11,1.02,0.063,4.27,6.39,0.78842,1.3,7.24746
G8 IV,5568.0,1.32,1.26,0.083,4.3,7.2,0.55842,1.5,8.61907
K0,4965.0,0.76,0.83,-0.512,4.61,0.96,2.60924,3.65,7.16719
K3 V,4875.0,0.85,0.65,-0.444,4.52,10.0,1.73248,1.3,7.97745
G6 V,5605.0,1.18,0.99,0.09,4.31,,0.90369,3.0,8.6178
K0 V,5387.0,0.85,0.92,-0.235,4.52,0.35,1.95795,0.5,7.83448
K0,4846.0,4.44,1.34,0.991,3.18,2.7,,0.48,7.52124
G3 V,5892.0,1.08,1.19,0.164,4.45,2.4,1.06679,3.0,7.96631
G3 V,5671.0,2.39,1.35,0.96,3.72,,0.04496,,8.15997
K2,4175.0,38.41,2.24,2.636,1.62,,,,7.01743
G0,5783.0,1.34,1.03,0.26,4.2,7.187,0.58387,,8.28075
F8,6289.0,1.3,1.23,0.374,4.3,2.31,0.79769,,8.85821
G2 V,5799.0,0.96,0.95,-0.017,4.39,9.7,1.7157,4.0,8.27532
G2 V,5805.0,0.99,0.93,-0.009,4.41,9.7,1.7161,7.0,8.25674
G3 IV,5966.0,1.16,1.09,0.158,4.43,5.6,1.01593,2.6,6.13951
G5 V,5736.0,1.22,1.1,0.255,4.31,8.4,0.6832,2.17,6.28994
G5 V,5585.0,1.25,1.1,0.255,4.31,8.4,0.6832,2.2,6.28994
G4 V,5850.0,1.01,0.91,0.034,4.38,8.2,1.234,1.0,5.48495
G5,4989.0,3.78,1.48,0.833,3.45,4.0,,,7.60946
K2 IV,5181.0,0.88,0.68,-0.337,4.39,6.45,1.71112,4.0,8.47996
K2 V,5035.0,0.78,0.77,-0.435,4.58,7.2,2.45775,2.0,8.11006
F8 V,6255.0,1.67,1.29,0.602,4.11,2.9,0.23621,4.2,7.3845
G0,5867.0,1.25,1.3,0.196,4.36,8.4,0.71013,2.0,7.45464
K0,4700.0,11.47,1.35,1.823,2.9,3.07,,,5.6303
G5 III/IV,5521.0,2.34,1.32,0.66,3.82,4.51,0.147,2.0,7.59336
G9 III,4815.0,12.4,2.4,1.898,2.61,0.69,,1.0,6.23751
K0,5600.0,1.46,1.07,0.201,4.28,,0.51159,2.9,7.00926
G2/G3 V,5870.0,1.03,1.09,0.022,4.45,2.32,1.23793,2.1,7.09149
G1 IV,6245.0,1.47,1.23,0.474,4.62,3.12,0.55028,10.4,5.58442
F7V,6245.0,1.47,1.23,0.474,4.62,3.12,0.55028,10.4,5.58442
K0,5421.0,1.04,0.9,0.004,4.35,7.0,1.21798,1.2,7.51423
K0,4922.0,4.63,3.5,1.13,3.65,2.3,,2.66,7.18949
G1 V,5940.0,1.04,1.07,0.06,4.44,1.1,1.30524,3.3,7.17789
F5,6380.0,1.65,1.51,0.556,4.37,,0.41134,9.1,6.62583
G6 V,5507.0,0.92,0.97,-0.092,4.47,2.942,1.24457,1.5,9.01602
G3 V,6014.0,1.05,1.2,0.193,4.47,1.3,1.20862,5.0,7.96999
K0,4769.0,10.52,1.23,1.655,2.48,2.605,,,6.28309
K0,4899.0,5.38,1.75,1.355,3.23,1.56,,,8.24065
G0 V,5765.0,1.13,1.02,0.095,4.38,7.12,1.00918,1.6,6.29454
G0 V,5765.0,1.24,1.02,0.097,4.38,7.12,1.00918,1.6,6.29454
G9 V,5441.0,0.94,0.93,-0.148,4.42,6.36,1.67627,1.56,8.11145
M1,4156.0,0.57,0.6,-0.971,4.61,,3.21619,2.7,7.90052
G3/5V,5883.0,0.98,1.11,-0.01,4.51,0.3,1.65719,1.5,5.22664
G5,4946.0,5.01,1.43,1.115,3.23,,,,7.37839
G1 V,5972.0,2.29,1.38,0.777,3.86,4.0,0.11307,5.9,7.81828
G0/2 V,6308.0,1.21,1.22,0.25,4.56,,0.73063,5.73,7.55508
F8,6032.0,1.34,1.21,0.33,4.16,2.41,0.50654,4.0,8.0907
K0 III/IV,5025.0,3.86,1.64,0.78,3.48,2.5,,2.13,6.63542
G0,6179.0,1.41,1.42,0.48,4.37,2.6,0.72,6.0,8.01416
G0,5856.0,1.44,1.2,0.35,4.25,4.28,0.28619,3.9,7.74081
K0,4947.0,4.67,1.46,1.064,3.18,2.4,,2.7,8.10417
G0 V,5961.0,0.96,1.17,0.032,4.5,3.0,1.65625,3.7,6.85038
G6 V,5907.0,1.13,1.15,0.107,4.37,1.622,0.89128,1.8,9.01051
K0,5027.0,5.14,1.3,1.173,3.29,12.0,,0.5,8.12746
K1 V,5125.0,0.86,0.9,-0.326,4.53,5.1,2.07949,1.0,8.85598
F8 V,6124.0,1.28,1.25,0.346,4.32,4.3,0.61762,5.0,7.23813
G8V,5468.0,0.85,0.71,-0.219,4.43,9.527,2.03569,1.2,6.56771
G3 IV,5743.0,1.32,1.18,0.257,4.27,8.0,0.57949,2.2,8.03732
G5 V,5589.0,2.3,1.96,0.663,4.01,5.64,0.11859,1.4,7.04837
G5 V,5605.0,1.76,1.72,0.665,3.82,5.64,0.11859,1.4,7.04837
K1 III,4960.0,5.03,1.69,1.129,3.17,,,1.67,6.5449
G0,5905.0,1.38,1.15,0.299,4.22,10.7,0.62377,2.0,7.12074
G0,5900.0,1.38,0.92,0.299,4.16,10.7,0.62377,2.0,7.12074
G6,5453.0,0.95,0.95,-0.146,4.46,4.1,1.49285,2.51,7.86569
G6,5453.0,0.95,0.93,-0.146,4.46,4.1,1.49285,2.51,7.86569
F8 IV/V,5900.0,2.16,1.25,0.731,4.07,4.28,0.11979,3.3,6.5121
K2,4850.0,0.72,0.77,0.23,4.6,8.6,2.53285,0.5,8.10753
G0 V,6090.0,1.9,1.38,0.697,4.02,2.4,0.20369,5.05,6.3623
K0,4860.0,4.5,1.3,1.076,3.24,2.5,,1.66,7.2068
G0,5801.89,1.21,1.08,0.212,4.25,,0.72532,2.9,6.30694
K5 III,4069.0,50.3,1.8,3.015,1.4,1.6,,4.2,5.18609
G0 V,6123.0,1.12,1.12,0.114,4.55,1.25,1.17388,3.8,8.51188
G5 V,5534.0,2.13,1.19,0.556,3.92,7.57,0.15582,0.96,7.04579
G5 V,5534.0,2.13,1.19,0.555,3.92,7.57,0.15582,0.96,7.04579
K1 IV,4915.0,3.49,1.33,0.81,3.4,4.36,,0.54,7.25688
G5 V,5807.0,1.38,1.08,0.278,4.37,6.4,0.55473,4.07,4.94916
G3IV/V,5807.0,1.38,1.08,0.278,4.37,6.4,0.55473,4.07,4.94916
G3IV/V,5813.0,1.38,1.08,0.278,4.25,6.4,0.55473,2.4,4.94916
G3IV/V,5771.56,1.38,1.08,0.278,4.17,6.4,0.55473,3.8,4.94916
G5 IV,5757.0,1.48,1.11,0.366,4.14,7.51,0.41293,1.93,6.65773
G0,5981.0,1.72,1.63,0.508,4.18,3.3,0.23958,4.8,7.1291
K3 V,4723.0,0.75,0.42,-0.602,4.31,6.0,2.6454,1.9,8.75949
G5,5522.0,1.76,1.12,0.42,3.97,8.6,0.24793,1.49,7.81298
G1 V,5841.0,1.64,1.2,0.443,4.16,7.0,0.35078,2.1,5.61319
G5,5859.0,1.11,1.12,0.12,4.44,2.32,1.01495,2.4,7.95594
G2 V,5790.0,1.02,0.99,0.017,4.44,7.12,1.34121,2.1,6.89472
K3.5 V,4684.0,0.77,0.77,-0.588,4.62,,2.96799,2.0,9.32786
G9 V,5390.0,0.95,0.93,-0.149,4.46,9.58,1.32024,2.0,6.78614
G8 V,5426.0,0.95,1.02,-0.155,4.49,11.0,1.75673,1.5,9.21413
F7 V,6317.0,1.93,1.5,0.73,4.06,1.76,0.18152,5.6,8.05121
K0 IV-V,5127.0,0.8,0.81,-0.509,4.43,4.0,2.4215,1.42,9.06863
K1 IV,5010.0,4.3,1.72,1.023,3.47,2.2,,1.5,5.72384
G5,5491.0,1.51,0.99,0.382,4.07,11.08,0.29172,2.2,6.73166
G5,5570.0,1.09,1.07,0.041,4.39,8.0,1.08973,1.0,7.77169
K1 III,4374.0,21.66,1.86,1.52,2.04,6.7,,3.5,8.74943
F8 V,6299.0,1.2,1.4,0.662,4.1,2.8,0.21453,3.3,5.77641
F8 V,6299.0,1.97,1.4,0.662,4.1,2.8,0.21453,3.3,5.77641
G5 IV,5842.0,1.24,1.1,0.204,4.3,6.7,0.69157,1.7,8.04953
K0 III,4326.0,13.58,6.73,1.756,3.0,2.6,,,7.33993
G0,5671.0,2.47,1.53,0.733,3.84,8.59,0.08728,2.14,8.10233
G8 V,5440.0,1.01,0.96,-0.09,4.43,7.56,1.73124,1.48,8.41099
G5,6040.0,1.55,1.41,0.39,4.2,3.37,0.53,2.8,8.03298
G8,4683.0,13.5,2.0,1.892,2.48,1.73,,,5.75681
G5 IV/V,5635.0,1.75,1.37,0.456,4.09,,0.25773,,7.82424
G8 IV,5013.0,4.19,1.39,0.934,3.33,1.9,,2.9,7.75927
G6 V,5392.0,0.7,0.71,-0.271,4.64,10.32,2.22215,1.31,8.40957
G0 V,5904.0,1.18,0.98,0.205,4.34,8.4,0.85881,2.3,7.40113
K2.5 V,4931.0,0.78,0.79,-0.48,4.44,4.3,2.29582,1.1,8.14249
G8V,5627.0,0.97,1.0,-0.054,4.39,6.88,1.46777,0.0,5.9739
K0,4901.0,3.26,1.7,0.685,3.64,4.4,,0.68,6.8866
K0,4949.0,2.62,1.47,0.685,3.65,4.4,,0.68,6.8866
G5,5588.0,1.08,1.24,-0.043,4.46,,1.28618,1.9,7.86705
G5 IV,5646.0,1.63,1.14,0.38,4.16,6.99,0.2585,1.0,7.77454
F8 V,6168.0,1.25,1.21,0.301,4.34,1.0,0.85977,6.3,6.1106
K0,5131.0,4.06,1.75,1.099,3.54,,,,7.70327
G6 IV,5603.0,3.13,1.49,0.974,3.64,,,4.0,7.72194
K0,4924.0,8.13,2.2,1.643,2.96,1.295,,,6.34583
M2.5 V,3534.0,0.48,0.48,-1.49,4.9,,6.27869,2.0,8.0976
K0 III/IV,4961.0,4.16,1.41,0.973,3.36,2.8,,1.36,7.52132
G5,5386.0,1.05,1.01,-0.099,4.25,6.32,1.26775,2.105,8.36926
K0 III,4945.0,4.71,1.69,1.079,3.28,1.8,,1.9,7.28405
K3 IV,4918.0,0.79,0.63,-0.456,4.45,2.0,2.14212,1.5,8.09228
K3 IV,4962.0,0.81,0.78,-0.511,4.37,2.0,2.14212,1.5,8.09228
G1 V,5736.0,1.5,1.03,0.288,4.09,,0.42706,1.5,7.67484
G2 IV,5948.0,1.23,1.31,0.25,4.37,8.13,0.69443,1.6,7.71818
G2 IV,5867.0,1.29,1.06,0.25,4.24,4.52,0.69443,1.6,7.71818
G5 V,5788.0,0.98,1.03,0.012,4.5,2.6,1.53,2.0,8.51549
G0 IV,5923.0,2.0,1.3,0.694,3.92,4.0,0.16236,6.1,6.51831
G0 V,6117.0,1.27,1.19,2.13,4.28,2.747,0.6538,5.1,7.07508
G3 V,5790.0,1.15,1.04,0.127,4.33,7.4,0.96299,2.1,7.67284
G8/K0 IV,4940.0,5.13,1.36,1.143,3.09,2.3,,2.98,7.55464
G5 IV,5746.0,1.1,1.09,0.059,4.45,6.61,1.12887,0.0,8.06588
K0-2 V,5052.0,0.75,0.79,-0.461,4.49,1.4,2.65,3.5,7.41432
K3/4V,4610.0,0.79,0.77,-0.68,4.58,1.0,3.25324,2.55,7.06341
G6 IV,5552.0,1.14,0.99,0.066,4.32,8.5,0.867,2.2,5.55436
G6 IV,5549.0,1.17,0.98,0.066,4.29,8.5,0.867,2.2,5.55436
G5 V,5656.0,1.38,1.07,0.297,4.16,7.957,0.41818,1.83,7.5942
F8 V,5988.0,1.53,0.91,0.43,4.02,,0.12614,3.4,8.61126
K0,6010.0,1.4,1.14,0.348,4.45,2.9,0.54607,3.3,7.93339
G8 V,5427.0,0.94,0.92,-0.161,4.4,7.0,1.55,0.6,8.77476
K0 V,4976.0,0.74,0.66,-0.47,4.51,2.09,2.5391,1.0,7.49558
K3V,5166.0,0.73,0.8,-0.415,4.51,7.81,2.1457,3.0,5.47661
K3V,5166.0,0.81,0.8,-0.415,4.51,7.81,2.1457,3.0,5.47661
G8 IV,5041.0,4.41,1.38,1.009,3.25,1.8,,1.9,6.21085
G3 IV-V,5751.0,1.48,1.21,0.333,4.18,3.2,0.44916,2.47,6.72911
G4 V,5879.0,1.42,1.31,0.26,4.25,1.6,0.52347,3.27,7.3407
G1 V,6017.0,1.73,1.29,0.572,4.24,3.3,0.31274,1.45,6.33009
F8 V,6254.0,1.31,1.28,0.38,4.31,3.12,0.56805,7.8,6.26141
F7 V,6150.0,1.1,1.11,0.239,4.4,1.9,1.03864,4.0,6.67106
F8 V,6188.0,1.8,1.36,0.58,4.29,2.4,0.27721,8.6,4.93038
G8 V,5494.0,0.92,0.88,-0.143,4.41,,1.68959,1.9,8.19184
G8 IV,4982.0,4.92,1.39,1.064,3.22,3.0,,2.28,6.23723
G6 V,5766.0,1.04,1.07,0.035,4.5,2.9,1.24997,2.3,7.91051
K0 III-IV,5040.0,6.43,1.91,1.369,3.11,1.32,,2.0,7.95929
,6272.0,2.59,1.72,0.971,3.85,1.7,0.14,,8.22688
G8 V,5603.0,0.86,0.94,-0.227,4.64,0.22,1.97498,5.62,8.24663
G5,5780.0,1.33,1.12,0.25,4.09,5.22,0.42172,1.0,8.07691
G2/G3 IV/V,5945.0,1.19,1.23,0.194,4.38,6.0,0.95192,3.25,8.85974
G5 V,5783.0,1.1,1.03,0.1,4.37,3.38,1.01537,2.4,7.83246
G5 V,5776.0,1.13,1.02,0.1,4.38,3.38,1.01537,2.4,7.83246
K1/2V,5026.0,0.78,0.58,-0.509,4.42,6.67,2.35641,,8.19092
F7 V,6176.0,1.33,1.22,0.36,4.29,2.84,0.67944,4.48,8.41991
G5 IV/V,5635.0,2.22,1.42,0.652,3.75,,0.12981,2.0,7.44849
K0 III,4842.0,6.12,1.55,1.276,3.22,3.0,,1.77,8.06506
K0 V,5256.0,0.83,0.7,-0.31,4.37,,1.96197,1.1,8.2372
G1.5 V,5782.13,1.13,1.04,0.107,4.35,5.53,1.02483,1.7,7.19283
G5 V,5726.0,0.89,1.05,-0.11,4.48,1.36,1.5247,3.0,8.61176
G5 V,5710.0,0.9,0.94,-0.112,4.48,1.36,1.5247,3.0,8.61176
G8 V,5401.0,0.92,0.7,-0.163,4.22,5.76,1.70389,3.0,4.06635
G8,5401.0,0.92,0.81,-0.163,4.46,5.76,1.70389,2.0,4.06635
G2 V,6067.0,1.2,1.13,0.244,4.33,8.15,1.04801,4.61,7.33164
M1 III,4035.0,51.1,1.6,2.863,1.4,2.0,,3.6,5.61607
K3/4 IV,4802.0,0.76,0.39,-0.529,4.26,4.5,2.45251,1.1,9.61323
K0,4860.0,4.98,1.25,1.09,3.13,,,3.9,6.23739
G0 V,6091.0,1.19,1.23,0.231,4.45,3.1,1.04,4.4,7.50866
G3 V,5790.0,1.06,1.04,0.056,4.43,,1.35404,2.0,7.6687
G0 V,5538.0,1.07,1.01,-0.032,4.38,12.0,0.99454,1.8,6.34701
K1 III,4951.0,4.92,1.61,1.149,3.28,2.1,,1.99,5.6807
G5,5652.0,1.13,1.03,0.07,4.26,,0.77107,,8.417831
K7 V,4127.0,0.57,0.61,-1.065,4.69,,4.2377,,8.40444
F8 V,6239.0,1.16,1.55,0.243,4.5,1.0,1.08321,7.0,7.63495
G8 IV,5003.0,5.27,1.56,1.188,3.31,6.0,,1.79,7.35208
G0/1 V,5979.0,1.51,1.57,0.429,4.27,4.6,0.44103,3.97,6.65761
G,5978.0,1.1,1.07,0.139,4.38,3.8,1.127,3.0,7.80173
G8 V,5605.0,0.83,0.89,-0.266,4.51,,2.40502,2.0,7.68183
G0,5933.0,2.04,1.31,0.67,4.05,4.34,0.15941,5.7,7.91589
K3 V,4935.0,0.73,0.77,-0.523,4.4,,2.39889,3.35,7.80163
K3 V,5110.0,0.85,0.67,-0.41,4.4,7.0,1.97785,1.67,8.68605
K3 V,5113.0,0.9,0.87,-0.41,4.31,7.0,1.97785,1.67,8.68605
G0 V,5999.0,1.8,1.3,0.557,4.15,3.0,0.28418,5.8,5.88357
G2/3IV,5909.0,1.39,1.17,0.35,4.19,4.75,0.45928,2.5,5.89397
K2,5103.0,0.76,0.82,-0.452,4.54,6.0,2.39462,0.2,7.27896
K0,4639.0,9.83,0.81,1.8,2.36,3.8,,2.6,8.88324
G9 V CN+1,5399.0,0.93,0.74,-0.1,4.37,3.1,1.48999,1.4,7.91638
G8 V,5430.0,0.91,0.8,-0.208,4.37,,1.70311,1.6,7.75701
G8 IV,5622.0,1.11,1.0,0.098,4.34,5.84,0.80093,0.0,5.96401
G8 IV,5575.0,1.2,0.98,0.098,4.27,5.84,0.80093,0.0,5.96401
F8 V,5966.0,1.27,1.02,0.276,4.35,7.6,0.77578,1.4,7.63573
G8 V,5544.0,1.21,1.03,0.1,4.17,7.59,0.56721,,8.32065
K3V,4730.0,0.85,0.76,-0.452,4.46,8.5,2.02846,0.0,8.27432
G8 V,5362.0,1.91,1.05,0.425,4.0,8.9,0.1703,1.46,5.91597
K3 V,4699.0,0.78,0.81,-0.577,4.57,11.0,2.438,0.4,5.2402
K3 V,4913.0,0.77,0.79,-0.509,4.51,12.46,2.438,0.4,5.2402
K0 III,4820.0,2.9,1.0,0.62,3.51,7.233,,,8.59745
,5527.0,1.03,0.92,-0.028,4.4,10.0,1.17568,2.2,9.64956
G0 IV,5807.0,1.61,1.18,0.42,4.17,5.69,0.32597,2.9,7.88338
G0 IV,5807.0,1.61,1.18,0.42,4.08,5.69,0.32597,2.9,7.88338
M2 III,3787.0,54.92,2.2,2.894,1.3,4.5,,3.0,5.62737
G5,5683.0,0.98,0.91,-0.003,4.42,10.165,1.3056,1.5,8.74481
G3 V,5921.0,1.07,1.02,0.093,4.36,4.586,0.9754,2.3,7.59438
F9,5940.0,1.68,1.16,0.498,4.24,4.4,0.33411,3.0,6.94595
F8,5960.0,1.42,1.13,0.357,4.24,,0.51898,3.4,7.83398
F7 V,6304.0,1.14,1.25,0.22,4.43,1.3,1.21286,3.92,7.68153
K0 IV/V,5080.0,2.94,1.21,0.712,3.58,4.9,0.06702,2.8,7.90776
G2 IV-V,5830.0,2.0,1.67,0.603,4.08,,0.20818,2.8,5.65862
G8 IV,5620.0,1.85,1.19,0.422,4.05,6.2,0.216,3.7,7.28128
K0 III,4806.0,4.1,1.07,0.929,3.31,,,,7.18755
G2 V,5701.0,1.85,1.21,0.509,3.99,8.2,0.24399,3.2,6.93563
G5 V,5790.0,1.13,1.12,0.115,4.38,10.24,1.00725,2.3,7.51889
F9 IV/V,6097.0,1.54,1.34,0.47,4.19,2.0,0.53144,3.9,7.92192
G2 V,5894.0,1.93,1.31,0.61,4.38,4.12,0.23333,3.5,8.08528
K1,5027.0,0.74,0.75,-0.476,4.6,4.8,2.83035,1.73,8.52445
F9.5 V,5974.0,1.07,1.12,0.133,4.43,2.0,1.22361,2.99,6.96235
G2 V,5843.0,1.49,1.21,0.452,4.15,4.508,0.33294,3.3,8.42019
F8 V,6101.0,1.53,1.21,0.47,4.31,3.43,0.52688,4.0,8.83051
K5,4791.0,10.9,1.5,1.75,2.55,2.4,,2.0,10.1054
G0,4981.0,0.68,0.71,-0.523,4.49,5.417,2.87189,0.8,9.94557
K3.5 V,4813.0,0.73,0.75,-0.636,4.38,,3.32753,,9.38476
F8 V,6040.0,1.53,1.47,0.458,4.23,5.68,0.39478,4.2,7.10356
M0.0 V,3933.0,0.57,0.58,-1.154,4.7,,4.05064,2.0,9.037911
K7,4769.0,12.73,1.47,1.85,2.37,,,2.5,8.497
K3 III,4297.0,25.46,0.82,1.55,2.31,5.085,,1.0,7.64476
K2 III,3926.0,71.23,8.76,2.49,1.67,4.42,,,7.49317
G0 V,5802.0,1.3,1.11,0.276,4.26,6.68,0.55399,2.39,7.33476
K0,4052.0,40.0,1.61,2.546,1.44,9.0,,3.5,6.17839
G0 V,6034.0,1.41,1.22,0.377,4.2,,0.5762,6.0,7.42496
K1 V,5160.0,0.83,0.86,-0.384,4.4,4.0,2.24688,3.485,8.59876
F8 V,6125.0,1.23,1.08,0.276,4.26,4.802,0.94486,1.0,7.638
G5,5186.0,0.94,0.77,-0.33,4.38,3.0,1.83521,1.1,9.192761
,6801.0,1.56,1.43,0.668,4.21,1.31,0.51462,15.4,9.52025
K0 V,5072.0,0.87,0.78,-0.34,4.45,6.9,1.98442,0.5,4.18665
K1/2III,4846.0,3.18,1.23,0.851,3.78,10.0,,2.8,4.14532
G3 IV-V,5737.0,0.92,0.94,-0.056,4.46,4.01,1.1271,1.34,8.08478
K2 V,4875.0,0.89,0.8,-0.449,4.22,3.9,1.84634,1.5,9.06573
K2 V,4894.0,0.89,0.8,-0.409,4.49,13.0,1.84634,0.87,9.06573
G5,5662.0,1.03,1.02,0.016,4.42,7.5,1.1168,2.54,7.62682
